age,duration,campaign,pdays,previous,emp_var_rate,cons_price_ind,cons_conf_ind,euribor,nr_employee
50,57,3,999,6,2,93,-42,4,5195
41,263,6,999,6,-3,93,-47,4,5099
50,73,7,999,6,3,93,-42,4,5228
32,204,3,999,6,-3,92,-46,4,5099
56,83,3,999,8,-3,93,-47,4,5099
42,111,6,999,6,-3,92,-46,4,5099
38,407,2,999,6,3,93,-36,4,5191
36,12,5,999,6,-3,92,-46,4,5099
45,134,8,999,6,3,94,-41,4,5228
52,143,4,999,6,3,93,-42,4,5228
55,126,6,999,6,3,94,-41,4,5228
38,238,6,999,6,3,93,-36,4,5191
71,120,6,6,8,-3,92,-26,5,5017
22,91,6,999,6,3,93,-36,4,5191
30,331,2,999,6,2,93,-42,4,5195
78,754,2,3,2,-3,92,-46,4,5099
30,589,6,999,6,2,93,-42,4,5195
51,89,2,999,6,-3,93,-47,4,5099
35,123,3,999,6,3,93,-36,4,5228
26,92,2,999,6,-3,92,-30,5,5017
34,9,64,999,6,3,94,-41,4,5228
49,87,6,999,6,3,93,-36,4,5228
50,150,5,999,6,3,93,-42,4,5228
51,98,6,999,6,3,93,-36,4,5191
57,187,6,999,8,-2,92,-31,5,5076
33,76,2,999,6,2,93,-42,4,5195
35,41,3,999,6,3,93,-36,4,5191
37,609,2,7,3,-3,94,-40,5,4991
39,514,6,999,6,2,93,-42,4,5195
39,919,2,999,6,3,93,-36,4,5191
20,187,2,999,6,-3,92,-30,5,5017
55,530,6,999,6,3,93,-36,4,5191
27,72,6,999,6,2,93,-42,4,5195
33,595,2,999,6,3,93,-42,4,5228
24,226,6,999,6,3,93,-36,4,5191
39,168,6,999,6,3,93,-36,4,5228
55,142,3,999,6,3,93,-36,4,5228
35,108,2,999,6,3,93,-36,4,5191
55,526,4,999,8,-3,92,-46,4,5099
42,83,6,999,6,3,93,-36,4,5191
50,59,4,999,6,2,93,-42,4,5195
39,53,6,999,6,-3,92,-46,4,5099
40,197,6,999,6,-3,92,-46,4,5099
51,329,3,999,6,3,94,-41,4,5228
59,253,6,999,6,3,93,-36,4,5191
54,58,3,999,2,-3,93,-47,4,5099
42,109,5,999,6,3,93,-36,4,5228
33,679,6,999,6,3,93,-36,4,5228
26,68,6,999,6,3,94,-41,4,5228
27,54,6,999,6,-3,93,-47,4,5099
30,230,6,999,6,3,93,-36,4,5228
42,77,3,999,6,2,93,-42,4,5195
53,126,6,999,6,2,93,-42,4,5195
36,331,6,6,4,-3,94,-37,5,4963
29,139,2,999,6,3,93,-36,4,5228
45,133,3,999,6,3,93,-36,4,5228
35,102,5,999,6,3,93,-42,4,5228
33,494,6,999,6,-3,92,-50,4,5099
38,19,66,999,6,3,93,-36,4,5228
29,168,3,999,6,3,93,-36,4,5191
32,24,6,999,2,-3,93,-47,4,5099
34,35,3,999,6,-3,92,-46,4,5099
36,234,6,999,6,2,92,-45,3,5176
51,16,67,999,6,3,94,-41,4,5228
34,23,6,999,6,3,93,-36,4,5191
50,1353,2,999,6,-3,92,-29,5,5017
54,65,6,999,6,3,93,-36,4,5228
53,88,4,999,6,3,93,-36,4,5228
52,57,6,999,6,-3,92,-46,4,5099
71,363,6,999,6,-3,94,-37,5,4963
52,215,3,999,6,2,93,-42,4,5195
53,332,6,999,6,3,93,-36,4,5191
36,287,2,999,6,2,93,-42,4,5195
43,67,6,999,6,3,93,-36,4,5191
31,122,2,999,6,3,93,-36,4,5228
58,1234,3,999,6,3,93,-36,4,5191
46,124,3,999,6,3,93,-42,4,5228
38,456,6,999,6,3,93,-42,4,5228
34,329,6,999,6,-3,92,-46,4,5099
37,58,3,999,6,-3,92,-46,4,5099
40,54,4,999,6,-2,92,-40,4,5076
42,256,6,999,6,3,94,-41,4,5228
40,85,6,999,6,3,93,-36,4,5228
27,23,63,999,6,3,94,-41,4,5228
57,48,6,999,6,3,93,-36,4,5191
45,79,6,999,8,-3,93,-47,4,5099
46,184,2,999,8,2,93,-42,4,5195
47,129,3,999,2,-3,94,-40,5,4991
56,687,2,999,6,3,93,-36,4,5228
32,314,6,999,6,3,93,-36,4,5191
54,192,6,999,6,3,93,-36,4,5191
58,155,5,999,6,3,93,-36,4,5228
30,123,6,999,6,3,93,-36,4,5228
39,122,6,999,6,3,93,-42,4,5228
41,255,2,999,6,2,93,-42,4,5195
32,428,4,999,6,3,93,-36,4,5228
32,181,6,999,6,3,93,-36,4,5191
29,207,3,999,6,3,93,-36,4,5191
43,488,2,999,6,2,93,-42,4,5195
41,189,3,999,6,3,93,-36,4,5191
30,355,2,999,6,3,93,-36,4,5191
28,81,4,999,6,3,93,-42,4,5228
35,106,6,999,6,2,93,-42,4,5195
44,10,6,999,6,-3,94,-37,5,4963
25,94,4,999,6,3,93,-42,4,5228
47,118,6,999,6,3,93,-36,4,5228
32,486,6,999,6,2,93,-42,4,5195
26,235,6,999,8,-3,94,-40,5,4991
35,167,2,999,6,3,93,-42,4,5228
34,206,6,999,6,3,94,-41,4,5228
57,236,6,999,6,3,93,-36,4,5191
38,42,6,999,8,-3,92,-46,4,5099
33,61,2,6,2,-3,92,-26,5,5017
32,219,2,999,6,2,93,-42,4,5195
47,114,6,999,6,3,93,-42,4,5228
34,204,2,999,6,-3,92,-46,4,5099
36,413,2,999,6,-3,93,-47,4,5099
28,77,6,999,8,-3,92,-46,4,5099
72,270,6,999,6,-2,92,-31,5,5076
27,88,6,999,6,3,93,-42,4,5228
43,892,2,999,6,-3,92,-46,4,5099
39,452,6,999,6,-3,92,-46,4,5099
27,238,4,999,6,-3,93,-34,5,5008
35,614,6,999,6,-3,92,-46,4,5099
34,123,6,999,6,-2,92,-31,5,5076
36,57,2,999,6,3,94,-41,4,5228
39,749,2,999,6,2,93,-42,4,5195
35,176,4,999,6,3,94,-41,4,5228
56,130,3,999,6,2,93,-42,4,5195
31,1327,2,999,6,3,93,-42,4,5228
31,28,6,999,6,-3,92,-46,4,5099
45,27,3,999,6,2,93,-42,4,5195
20,47,2,999,6,-3,93,-47,4,5099
42,111,3,999,6,3,93,-42,4,5228
39,272,6,999,6,-3,92,-46,4,5099
45,65,2,999,6,3,94,-41,4,5228
50,54,65,999,6,3,93,-36,4,5228
29,641,6,999,6,3,94,-41,4,5228
38,362,4,999,6,3,93,-36,4,5191
34,474,6,999,6,3,93,-36,4,5191
36,61,6,999,6,3,93,-42,4,5228
35,234,63,999,6,3,93,-36,4,5191
41,677,6,999,6,3,93,-36,4,5191
42,87,6,999,6,3,93,-36,4,5191
39,247,6,4,8,-2,92,-31,5,5076
34,164,3,999,6,3,93,-42,4,5228
52,643,2,999,6,3,93,-36,4,5191
47,2653,3,999,6,3,94,-41,4,5228
59,112,4,999,8,-3,92,-33,5,5023
37,175,6,999,8,-3,93,-47,4,5099
33,85,4,999,6,-3,92,-46,4,5099
35,288,2,999,6,3,94,-41,4,5228
33,67,2,999,6,3,93,-36,4,5191
40,44,6,999,6,2,93,-42,4,5195
39,302,6,999,6,3,93,-36,4,5191
32,77,6,999,6,-3,92,-30,5,5017
29,130,6,999,6,3,93,-36,4,5228
32,1143,6,999,6,-3,93,-47,4,5099
35,221,2,999,6,3,93,-36,4,5191
36,570,2,999,6,3,93,-42,4,5228
38,239,6,999,6,-3,93,-47,4,5099
32,66,7,999,6,3,93,-36,4,5228
32,200,6,999,6,3,93,-36,4,5228
34,581,4,999,6,2,93,-42,4,5195
42,938,6,999,6,3,93,-36,4,5191
28,223,6,999,6,-3,92,-46,4,5099
53,260,6,999,6,3,93,-36,4,5191
27,93,2,999,6,3,93,-36,4,5191
43,114,6,999,8,-3,92,-46,4,5099
51,901,6,999,6,3,93,-42,4,5228
35,81,2,999,6,3,94,-41,4,5228
42,168,6,999,6,3,93,-36,4,5228
36,114,2,999,6,3,93,-36,4,5191
35,138,4,999,6,3,94,-41,4,5228
38,31,6,999,6,3,94,-41,4,5228
45,272,2,999,6,3,94,-41,4,5228
24,590,3,999,6,3,93,-42,4,5228
30,231,6,999,6,3,93,-42,4,5228
31,152,2,999,6,2,93,-42,4,5195
30,217,2,999,6,3,93,-42,4,5228
68,546,2,999,8,-3,94,-40,5,4991
50,137,6,999,6,3,93,-36,4,5228
32,85,8,999,6,3,93,-36,4,5228
55,371,6,999,6,3,93,-42,4,5228
31,135,2,999,6,3,94,-41,4,5228
55,64,6,999,6,3,93,-36,4,5228
37,56,3,999,6,3,93,-42,4,5228
41,107,3,999,6,3,93,-42,4,5228
34,102,3,999,6,-3,92,-46,4,5099
33,728,6,999,6,-3,92,-46,4,5099
42,312,2,999,6,-3,92,-46,4,5099
56,55,9,999,6,3,93,-42,4,5228
46,245,6,999,6,3,94,-41,4,5228
42,163,6,999,6,3,93,-42,4,5228
33,214,2,999,8,2,93,-42,4,5195
53,264,6,999,6,3,93,-36,4,5191
43,206,5,999,6,2,93,-42,4,5195
52,161,2,999,6,3,93,-42,4,5228
40,145,2,999,6,3,93,-42,4,5228
49,334,3,999,6,-3,92,-33,5,5023
41,47,63,999,6,3,93,-36,4,5228
26,215,3,999,6,3,93,-42,4,5228
39,304,2,999,6,3,93,-36,4,5191
33,164,7,999,6,3,94,-41,4,5228
36,125,2,999,8,-3,92,-46,4,5099
33,321,6,999,6,3,94,-41,4,5228
36,49,2,999,6,3,94,-41,4,5228
61,102,2,999,8,-3,93,-34,5,5008
40,224,6,999,6,3,93,-36,4,5191
31,141,2,999,6,3,93,-42,4,5228
41,132,2,999,6,3,94,-41,4,5228
39,22,8,999,8,-3,92,-46,4,5099
39,121,67,999,6,3,93,-42,4,5228
38,328,2,999,6,-2,92,-31,5,5076
47,245,6,999,8,-3,93,-47,4,5099
24,722,3,999,6,3,93,-42,4,5228
45,323,6,999,6,3,93,-42,4,5228
34,40,7,999,6,3,93,-42,4,5228
51,142,2,999,6,3,93,-36,4,5191
53,217,2,3,8,-2,92,-40,4,5076
24,211,6,999,6,-2,92,-40,4,5076
24,10,5,999,6,-3,92,-46,4,5099
35,108,6,999,6,2,93,-42,4,5195
71,167,6,999,6,-3,92,-26,5,5017
27,98,6,999,8,-3,93,-47,4,5099
32,217,6,999,6,-3,92,-26,5,5017
56,13,2,999,6,3,93,-42,4,5228
35,66,6,999,8,-3,92,-46,4,5099
35,347,6,999,6,3,93,-36,4,5228
38,193,6,999,6,3,93,-36,4,5191
52,43,6,999,6,3,94,-41,4,5228
27,72,6,999,6,3,93,-42,4,5228
35,103,2,999,6,3,93,-42,4,5228
40,26,6,999,6,3,93,-36,4,5191
38,122,5,999,6,3,93,-42,4,5228
32,162,4,999,8,-3,92,-46,4,5099
35,95,6,999,6,2,93,-42,4,5195
28,611,2,999,6,3,93,-42,4,5228
25,420,2,999,6,3,93,-42,4,5228
28,202,6,999,6,-2,92,-31,5,5076
31,244,6,3,8,-3,94,-37,5,4963
38,539,6,999,6,-2,92,-40,4,5076
53,75,6,999,6,3,94,-41,4,5228
32,76,67,999,6,3,93,-36,4,5191
73,135,2,999,6,-2,92,-31,5,5076
34,359,6,999,6,3,93,-36,4,5191
64,671,3,999,6,-3,93,-40,5,5008
41,167,6,999,6,3,93,-36,4,5228
51,781,6,999,6,3,94,-41,4,5228
34,116,2,999,6,-2,92,-40,4,5076
50,1005,2,999,6,3,94,-41,4,5228
39,109,4,999,6,3,93,-36,4,5191
34,93,6,999,6,-3,92,-50,4,5099
37,226,2,999,6,-3,92,-46,4,5099
40,85,3,999,6,3,94,-41,4,5228
38,197,6,999,6,3,94,-41,4,5228
41,188,4,999,6,3,93,-36,4,5228
38,191,3,999,6,3,93,-36,4,5228
47,303,3,999,6,3,93,-42,4,5228
23,523,2,999,6,3,93,-42,4,5228
30,83,66,999,6,3,94,-41,4,5228
49,91,6,999,6,2,93,-42,4,5195
51,343,6,999,6,3,93,-36,4,5191
36,225,2,999,8,-3,92,-46,4,5099
49,383,3,999,6,3,93,-36,4,5228
21,250,6,999,6,-3,92,-30,5,5017
34,284,2,999,6,3,93,-42,4,5228
45,367,2,999,6,3,93,-42,4,5228
54,193,6,3,8,-3,92,-46,4,5099
34,71,3,999,6,-3,92,-46,4,5099
36,193,6,999,6,-3,92,-46,4,5099
45,265,4,999,6,3,93,-36,4,5191
37,274,6,999,6,2,93,-42,4,5195
32,75,2,999,6,2,93,-42,4,5195
51,142,6,999,8,-3,92,-46,4,5099
35,418,3,999,6,3,93,-36,4,5191
36,18,8,999,6,3,93,-42,4,5228
32,118,3,999,6,3,93,-42,4,5228
34,211,6,999,6,3,93,-36,4,5191
51,65,6,999,6,3,93,-42,4,5228
24,147,6,999,8,-2,92,-31,5,5076
37,91,2,999,6,-2,92,-33,5,5076
37,90,4,999,6,3,94,-41,4,5228
56,147,3,999,6,3,93,-36,4,5228
27,24,6,999,6,2,93,-42,3,5195
59,141,4,999,6,3,94,-41,4,5228
54,164,2,999,6,-3,92,-26,5,5017
34,144,3,999,8,-3,92,-46,4,5099
36,45,3,999,6,3,94,-41,4,5228
54,198,3,999,6,3,93,-36,4,5191
30,434,4,999,6,3,93,-36,4,5191
37,263,2,999,6,3,93,-36,4,5228
46,34,4,999,6,-3,92,-46,4,5099
50,113,2,999,6,3,93,-36,4,5228
35,419,2,999,6,-2,92,-31,5,5076
78,1148,6,999,6,-3,94,-40,5,4991
27,423,3,999,6,-3,94,-40,5,4991
55,349,6,999,6,3,93,-36,4,5191
51,259,6,999,6,2,93,-42,4,5195
41,204,2,999,6,-3,92,-46,4,5099
54,172,6,999,6,2,93,-42,4,5195
46,3253,6,999,6,2,93,-40,5,5195
30,329,2,999,6,2,93,-42,4,5195
33,280,6,999,6,3,94,-41,4,5228
38,503,6,999,6,3,93,-42,4,5228
36,286,6,999,6,3,93,-36,4,5191
36,349,6,999,8,-3,92,-46,4,5099
46,165,3,999,6,3,93,-42,4,5228
40,606,5,999,6,3,94,-41,4,5228
38,894,6,999,6,3,93,-36,4,5191
35,117,3,999,6,3,94,-41,4,5228
55,148,4,999,6,-3,92,-46,4,5099
49,813,2,999,6,3,93,-36,4,5191
36,140,6,999,6,-3,93,-47,4,5099
42,81,7,999,6,3,93,-36,4,5228
48,16,6,999,6,-3,92,-46,4,5099
40,309,2,999,6,3,93,-42,4,5228
53,178,2,999,6,3,93,-36,4,5228
42,257,2,999,6,3,94,-41,4,5228
40,163,6,999,6,3,93,-36,4,5191
38,195,2,999,6,-2,92,-33,5,5076
34,98,6,999,6,3,93,-36,4,5228
36,250,8,999,6,3,94,-41,4,5228
38,79,3,999,6,-3,92,-46,4,5099
32,187,6,999,6,-3,92,-46,4,5099
32,891,4,999,6,3,93,-42,4,5228
49,334,6,999,6,-3,93,-47,4,5099
35,585,6,999,6,-3,92,-46,4,5099
38,61,6,999,6,2,93,-42,4,5195
38,210,2,999,6,3,93,-42,4,5228
28,16,6,999,6,-3,92,-46,4,5099
26,249,6,3,3,-3,94,-37,5,4963
27,192,6,999,6,3,93,-42,4,5228
59,807,6,999,6,3,93,-42,4,5228
26,155,3,999,6,3,93,-36,4,5191
38,268,6,999,6,3,93,-42,4,5228
39,77,2,999,6,3,93,-36,4,5191
30,274,4,999,6,3,93,-36,4,5191
40,185,2,999,6,3,93,-42,4,5228
37,31,7,999,8,-3,92,-46,4,5099
31,74,2,999,6,-3,93,-47,4,5099
47,94,2,999,6,3,93,-36,4,5228
54,184,6,999,6,-3,92,-46,4,5099
32,1067,2,999,6,2,93,-42,4,5195
41,154,6,999,6,3,93,-36,4,5191
55,543,3,999,8,-3,92,-46,4,5099
80,382,6,3,3,-3,93,-40,5,5008
29,492,2,999,6,3,93,-36,4,5191
32,412,6,999,6,-3,92,-46,4,5099
47,310,3,999,6,3,93,-36,4,5228
49,122,5,999,6,3,94,-41,4,5228
33,1183,6,999,6,3,93,-36,4,5191
51,286,2,999,6,2,93,-42,4,5195
40,145,2,999,6,3,93,-36,4,5228
44,903,4,999,6,-3,92,-46,4,5099
28,4,4,999,6,3,93,-36,4,5191
46,64,3,999,6,2,93,-42,4,5195
46,105,66,999,6,3,93,-36,4,5191
52,90,4,999,6,3,93,-36,4,5191
25,345,2,999,6,-3,92,-30,5,5017
31,12,3,999,6,3,94,-41,4,5228
38,258,3,999,6,3,93,-36,4,5191
52,249,6,999,6,-3,93,-47,4,5099
39,375,3,999,6,-3,94,-40,5,4991
44,1628,2,6,8,-3,92,-30,5,5017
39,361,6,999,6,3,93,-42,4,5228
54,840,3,999,6,-3,93,-47,4,5099
55,188,2,999,6,3,93,-42,4,5228
46,56,2,999,6,3,93,-36,4,5191
55,164,6,999,8,-3,93,-47,4,5099
45,651,4,999,6,-3,93,-47,4,5099
29,107,2,999,6,-3,92,-26,5,5017
46,231,3,999,6,3,93,-42,4,5228
50,237,6,999,6,3,93,-42,4,5228
39,157,5,999,6,3,93,-42,4,5228
50,20,4,999,6,3,93,-36,4,5191
34,1167,6,999,6,3,93,-36,4,5191
36,386,3,999,6,3,93,-36,4,5191
29,104,5,999,6,2,93,-42,4,5195
43,228,6,999,6,3,93,-36,4,5191
42,181,3,999,6,3,93,-36,4,5191
51,121,6,999,6,-2,92,-31,5,5076
26,369,6,999,6,3,93,-42,4,5228
31,868,3,18,3,-3,94,-38,5,4991
47,168,6,999,6,3,94,-41,4,5228
54,14,6,999,6,-3,93,-47,4,5099
40,258,6,999,6,3,93,-36,4,5228
29,347,3,5,8,-3,94,-39,5,4991
39,327,2,999,6,-3,92,-46,4,5099
55,525,2,999,6,3,93,-42,4,5228
43,265,2,999,6,3,93,-36,4,5191
26,78,6,999,6,-3,92,-46,4,5099
33,170,2,999,6,3,93,-36,4,5228
42,485,2,999,6,3,93,-42,4,5228
36,506,2,999,6,-3,93,-47,4,5099
33,351,3,999,6,-3,93,-47,4,5099
36,629,7,999,6,3,93,-36,4,5228
45,315,6,999,6,3,93,-36,4,5191
39,273,2,999,6,3,93,-36,4,5191
36,529,6,999,6,3,93,-36,4,5228
28,161,4,999,6,-3,94,-38,5,4991
38,333,6,999,6,3,94,-41,4,5228
49,122,4,999,6,3,93,-36,4,5191
38,76,67,999,6,3,93,-42,4,5228
36,234,2,999,6,3,93,-42,4,5228
51,99,3,999,6,-3,92,-46,4,5099
57,1720,4,999,6,3,93,-42,4,5228
44,533,6,999,6,-3,92,-46,4,5099
27,429,2,999,6,-2,92,-31,5,5076
58,174,5,999,6,3,93,-42,4,5228
28,406,3,999,6,3,94,-41,4,5228
41,766,2,999,6,3,93,-36,4,5228
34,232,2,999,6,3,94,-41,4,5228
29,431,2,999,2,-2,92,-40,4,5076
55,130,6,999,8,-3,92,-46,4,5099
37,481,2,999,4,-3,94,-38,5,4991
18,183,6,7,2,-3,93,-40,5,5008
39,27,6,999,6,3,94,-41,4,5228
36,360,2,999,6,3,93,-36,4,5191
34,50,6,999,6,-3,92,-46,4,5099
35,212,6,999,2,-3,94,-50,4,4963
36,616,2,999,6,3,93,-42,4,5228
55,307,6,999,8,-3,93,-47,4,5099
50,1130,3,999,6,3,93,-42,4,5228
37,93,4,999,6,-3,93,-47,4,5099
24,132,6,999,6,3,94,-41,4,5228
57,76,5,999,6,3,93,-36,4,5191
59,247,2,999,8,-3,93,-34,5,5008
32,69,2,999,6,-3,92,-29,5,5017
36,110,4,999,6,3,93,-42,4,5228
48,747,2,999,6,-3,92,-30,5,5017
33,313,3,999,6,3,93,-36,4,5228
43,99,3,999,6,3,94,-41,4,5228
39,496,4,999,6,3,93,-36,4,5191
26,49,3,999,6,-3,92,-46,4,5099
47,188,6,3,8,-3,92,-29,5,5017
24,171,5,999,6,3,93,-42,4,5228
35,81,6,999,6,2,93,-42,4,5195
26,75,2,999,8,-3,92,-26,5,5017
31,11,9,999,6,-3,92,-46,4,5099
33,2301,6,999,6,-3,92,-46,4,5099
53,75,3,999,6,-3,93,-47,4,5099
43,460,6,999,8,-3,93,-40,5,5008
34,64,6,999,6,3,93,-36,4,5228
41,54,6,999,6,3,93,-36,4,5228
33,139,2,999,6,-3,92,-46,4,5099
33,220,4,999,6,3,94,-41,4,5228
47,239,2,999,6,3,93,-42,4,5228
29,36,3,999,6,3,93,-36,4,5228
25,170,2,999,6,-3,92,-46,4,5099
35,66,4,999,6,3,93,-36,4,5191
29,332,6,999,6,3,93,-42,4,5228
57,81,6,999,8,-3,93,-47,4,5099
49,68,5,999,8,-3,93,-47,4,5099
35,150,6,999,6,3,93,-36,4,5191
31,439,2,999,6,3,93,-36,4,5191
43,127,6,999,6,2,93,-42,4,5195
34,320,6,999,6,3,93,-42,4,5228
38,284,6,999,6,3,94,-41,4,5228
43,281,4,999,6,3,93,-36,4,5228
38,83,6,999,6,2,93,-42,4,5195
46,247,6,999,6,3,93,-36,4,5191
39,344,2,999,6,3,93,-36,4,5191
47,400,2,999,6,3,93,-36,4,5191
25,304,2,999,6,3,93,-36,4,5191
38,776,6,999,6,3,93,-36,4,5191
36,247,2,999,6,3,94,-41,4,5228
30,496,6,999,6,-3,93,-47,4,5099
34,568,6,6,3,-3,93,-34,5,5008
47,95,4,999,6,3,93,-36,4,5228
46,109,6,999,6,-2,92,-31,5,5076
45,173,6,999,6,3,93,-36,4,5191
38,295,2,999,6,3,93,-36,4,5228
30,207,6,999,6,3,93,-36,4,5191
31,156,2,999,6,-3,92,-46,4,5099
52,87,5,999,6,3,93,-42,4,5228
48,119,2,999,6,3,94,-41,4,5228
27,68,3,999,6,3,93,-42,4,5228
43,173,6,999,6,3,94,-41,4,5228
45,333,6,999,6,3,94,-41,4,5228
32,152,2,999,6,3,93,-36,4,5228
30,142,2,999,6,3,93,-36,4,5228
60,448,3,999,6,3,93,-36,4,5228
32,77,2,999,6,3,93,-42,4,5228
32,78,6,999,6,3,94,-41,4,5228
54,39,2,999,6,3,94,-41,4,5228
53,8,3,999,6,-3,92,-46,4,5099
36,209,6,999,6,3,93,-42,4,5228
27,43,2,999,6,3,93,-36,4,5191
29,342,6,999,8,-3,92,-46,4,5099
55,147,7,999,6,3,93,-36,4,5191
38,26,3,999,6,3,93,-36,4,5191
28,186,6,999,6,3,93,-42,4,5228
37,316,2,999,6,3,93,-42,4,5228
37,481,6,999,6,3,93,-36,4,5228
30,78,6,999,6,3,93,-36,4,5228
32,159,6,999,6,3,93,-36,4,5228
43,534,6,999,6,3,93,-42,4,5228
35,126,3,999,6,3,93,-42,4,5228
47,1334,6,999,6,3,93,-36,4,5191
42,295,6,6,2,-3,94,-38,5,4991
39,391,2,999,6,2,93,-42,4,5195
41,1138,6,999,6,3,93,-36,4,5191
38,182,3,999,6,3,93,-42,4,5228
29,289,2,999,6,3,93,-42,4,5228
33,1019,66,999,6,3,93,-42,4,5228
41,279,6,999,6,-3,93,-47,4,5099
45,165,6,999,3,-3,93,-40,5,5008
35,146,3,999,6,3,93,-36,4,5228
56,172,6,999,6,-3,93,-47,4,5099
30,188,6,999,6,-3,92,-46,4,5099
41,341,2,999,6,3,93,-36,4,5191
41,105,2,999,6,3,93,-36,4,5191
31,157,5,999,6,3,93,-36,4,5191
29,202,6,999,6,3,93,-36,4,5228
38,73,6,999,6,3,93,-36,4,5191
48,284,2,999,6,3,93,-36,4,5191
24,316,3,999,8,-3,94,-40,5,4991
53,64,6,999,6,3,93,-42,4,5228
56,41,7,999,6,3,93,-36,4,5228
32,322,6,999,6,3,93,-36,4,5228
29,71,2,999,6,-3,93,-47,4,5099
32,106,6,999,6,3,93,-36,4,5228
28,604,6,999,6,3,94,-41,4,5228
33,201,6,999,8,-3,92,-46,4,5099
28,265,6,999,6,3,93,-42,4,5228
43,180,5,999,6,3,93,-36,4,5191
54,173,6,999,6,-3,92,-46,4,5099
31,111,2,999,6,2,93,-42,4,5195
36,140,6,999,6,3,93,-42,4,5228
56,135,6,999,6,3,93,-42,4,5228
45,474,6,999,6,3,93,-36,4,5228
54,112,6,999,6,3,93,-42,4,5228
48,193,2,999,6,-3,93,-47,4,5099
60,35,6,999,6,3,94,-41,4,5228
35,252,5,999,6,3,93,-36,4,5228
27,88,6,999,8,-3,92,-46,4,5099
51,212,6,999,6,-2,92,-31,5,5076
40,136,2,999,6,3,94,-41,4,5228
36,88,2,999,6,2,93,-42,4,5195
34,29,6,999,6,2,93,-42,4,5195
44,10,5,999,6,-3,92,-46,4,5099
37,286,2,999,6,3,93,-36,4,5228
46,257,6,999,6,3,93,-42,4,5228
52,362,2,999,6,3,93,-36,4,5228
23,343,5,999,6,-3,93,-47,4,5099
39,36,6,999,6,-3,92,-46,4,5099
34,136,6,999,6,-3,92,-50,4,5099
36,422,6,3,4,-3,94,-39,5,4991
43,286,6,999,8,-3,92,-46,4,5099
45,121,4,999,6,3,93,-36,4,5191
86,340,6,999,6,-3,94,-37,5,4963
34,377,6,999,6,-3,93,-47,4,5099
37,298,2,999,6,-3,92,-30,5,5017
32,55,6,999,6,3,93,-36,4,5228
37,300,6,999,2,-3,94,-39,5,4991
66,210,6,999,6,-3,92,-46,4,5099
32,271,5,999,6,3,93,-42,4,5228
35,26,4,999,2,-3,93,-47,4,5099
30,212,4,999,6,-3,94,-39,5,4991
33,131,6,999,6,3,93,-36,4,5191
57,145,6,999,6,-3,92,-46,4,5099
57,107,6,999,6,3,94,-41,4,5228
47,67,6,999,6,3,93,-42,4,5228
56,185,2,999,6,3,93,-36,4,5191
38,62,6,999,6,3,93,-36,4,5228
40,52,60,999,6,3,93,-42,4,5228
59,146,6,999,6,3,93,-36,4,5191
31,854,6,999,6,-3,92,-33,5,5023
34,244,6,999,6,3,93,-36,4,5228
28,261,6,999,8,-3,94,-38,5,4991
40,141,9,999,6,3,93,-36,4,5191
42,163,6,999,6,-3,93,-47,4,5099
49,161,4,999,6,3,93,-36,4,5228
48,64,6,999,6,3,93,-42,4,5228
41,79,8,999,6,3,93,-36,4,5191
37,364,6,999,8,-3,92,-26,5,5017
39,149,6,999,6,3,94,-41,4,5228
42,11,8,999,6,-3,92,-46,4,5099
32,1090,6,999,6,-3,93,-47,4,5099
47,145,6,999,6,3,93,-36,4,5228
35,139,6,999,6,3,93,-42,4,5228
60,259,6,999,6,3,93,-36,4,5228
30,18,66,999,6,3,93,-42,4,5228
54,249,6,999,6,3,94,-41,4,5228
39,85,6,999,6,3,93,-36,4,5191
61,131,3,999,6,-3,92,-46,4,5099
43,252,3,999,6,2,93,-42,4,5195
32,857,6,999,6,3,93,-36,4,5191
48,231,6,999,6,3,93,-36,4,5191
37,95,3,999,6,-3,92,-46,4,5099
34,168,3,999,6,-3,92,-46,4,5099
41,269,7,6,3,-3,94,-40,5,4991
36,101,6,999,6,3,93,-36,4,5228
33,147,6,999,6,3,93,-36,4,5191
36,120,66,999,6,3,94,-41,4,5228
58,533,6,999,6,3,93,-42,4,5228
40,377,3,999,8,-3,93,-47,4,5099
36,161,2,999,6,2,93,-42,4,5195
49,181,4,999,8,-3,92,-46,4,5099
45,637,6,999,6,-3,93,-47,4,5099
36,458,6,4,4,-3,94,-39,5,4991
32,310,6,999,6,-3,94,-39,5,4991
55,67,9,999,6,3,93,-42,4,5228
28,497,6,999,6,3,93,-42,4,5228
76,352,6,3,8,-3,94,-39,5,4991
46,247,2,999,8,-3,92,-46,4,5099
28,368,6,999,6,-3,92,-29,5,5017
30,115,3,999,6,-3,92,-46,4,5099
52,188,3,999,6,3,93,-42,4,5228
42,474,6,999,6,3,93,-36,4,5191
51,269,60,999,6,3,93,-36,4,5191
29,536,6,999,6,3,93,-36,4,5228
47,475,2,999,6,2,93,-42,4,5195
56,178,2,3,8,-3,92,-30,5,5017
33,313,6,999,6,-3,92,-46,4,5099
38,147,3,999,6,3,93,-42,4,5228
32,210,2,15,8,-3,94,-40,5,4991
31,243,2,999,8,-3,93,-40,5,5008
35,188,6,999,6,3,93,-36,4,5191
41,178,3,999,8,-3,92,-46,4,5099
41,95,6,3,8,-3,92,-30,5,5017
30,629,2,999,6,3,93,-36,4,5191
